1	    , 阿姨
2	    , 爱好
3	    ,安静 
4	    ,安全 
5	    , 安排
6	    ,按时 
7	    ,爸爸 
8	    ,办法 
9	    ,办公室
10	,  帮忙   
11	,  帮助   
12	,  包括   
13	,  保护   
14	,  保证   
15	,  抱歉   
16	,  报名   
17	,  报纸   
18	,  杯子   
19	,  被告   
20	,  北方   
21	,  北京   
22	,  本来   
23	,  鼻子   
24	,  比较   
25	,  必须   
26	,  变化   
27	,  表扬   
28	,  别人   
29	,  宾馆   
30	,  冰箱   
31	,  饼干   
32	,  博士   
33	,  不客气  
34	,  材料   
35	,  菜单   
36	,  参观   
37	,  长城   
38	,  长江   
39	,  唱歌   
40	,  超过   
41	,  超市   
42	,  衬衫   
43	,  成功   
44	,  成绩   
45	,  诚实   
46	,  城市   
47	,  吃惊   
48	,  迟到   
49	,  出差   
50	,  出发   
51	,  出租车  
52	,  厨房   
53	,  传真   
54	,  词典   
55	,  词语   
56	,  聪明   
57	,  粗心   
58	,  答案   
59	,   打算  
60	,   打扰  
61	,大家      
62	,大使馆
63	,大夫    
64	,代替    
65	,蛋糕    
66	,导游    
67	,到处    
68	,道歉    
69	,得意    
70	,弟弟    
71	,地球    
72	,地铁    
73	,电脑    
74	,电视    
75	,道理    
76	,调查    
77	,东西    
78	,动物    
79	,动作    
80	,堵车    
81	,对话    
82	,对面    
83	,多少    
84	,儿童    
85	,耳朵    
86	,发烧    
87	,发现    
88	,法律    
89	,翻译    
90	,烦恼    
91	,反映    
92	,饭馆    
93	,方便    
94	,方法    
95	,房间    
96	,访问    
97	,放弃    
98	,放心    
99	,非常    
100	, 丰富    
101	, 符合    
102	, 父亲    
103	, 复习    
104	, 复印    
105	, 负责    
106	, 改变    
107	, 干净    
108	, 干燥    
109	, 感冒    
110	, 感谢    
111	, 刚才    
112	, 高兴    
113	, 告诉    
114	, 哥哥    
115	, 根据    
116	, 跟随    
117	, 公园    
118	, 工作    
119	, 共同    
120	, 购物    
121	, 孤单    
122	, 鼓励    
123	, 顾客    
124	, 故事    
125	, 故意    
126	, 关心    
127	, 关系    
128	, 管理    
129	, 广播    
130	, 规定    
131	, 国家    
132	, 果汁    
133	, 过程    
134	, 过去    
135	, 孩子    
136	, 海洋    
137	, 害怕    
138	, 还有    
139	, 寒假    
140	, 汉语    
141	, 航班    
142	, 好吃    
143	, 好处    
144	, 很长    
145	, 合格    
146	, 合适    
147	, 盒子    
148	, 猴子    
149	, 后悔    
150	, 后来    
151	, 护士    
152	, 护照    
153	, 花园    
154	, 欢迎    
155	, 回答    
156	, 会议    
157	, 活泼    
158	, 火车    
159	, 获得    
160	, 机会    
161	, 鸡蛋    
162	, 激动    
163	, 积极    
164	, 积累    
165	, 集合    
166	, 即使    
167	, 记得    
168	, 记者    
169	, 计划    
170	, 技术    
171	, 家具    
172	, 加油    
173	, 就是    
174	, 价格    
175	, 坚持    
176	, 检查    
177	, 简单    
178	, 减少    
179	, 健康    
180	, 见面    
181	, 将来    
182	, 奖金    
183	, 交通    
184	, 骄傲    
185	, 饺子    
186	, 教室    
187	, 教授    
188	, 接受    
189	, 街道    
190	, 结果    
191	, 节日    
192	, 姐姐    
193	, 解决    
194	, 解释    
195	, 今天    
196	, 进行    
197	, 经常    
198	, 经理    
199	, 经验    
200	, 警察    
201	, 竞争    
202	, 镜子    
203	, 究竟    
204	, 举办    
205	, 拒绝    
206	, 距离    
207	, 句子    
208	, 觉得    
209	, 决定    
210	, 咖啡    
211	, 看法    
212	, 考虑    
213	, 考试    
214	, 可爱    
215	, 可能    
216	, 可以    
217	, 客人    
218	, 肯定    
219	, 空气    
220	, 空调    
221	, 裤子    
222	, 快乐    
223	, 筷子    
224	, 开花    
225	, 开心    
226	, 课本    
227	, 看病    
228	, 刻苦    
229	, 垃圾桶   
230	, 浪费    
231	, 浪漫    
232	, 老虎    
233	, 老师    
234	, 冷静    
235	, 离开    
236	, 理解    
237	, 理想    
238	, 礼貌    
239	, 礼物    
240	, 厉害    
241	, 力气    
242	, 例如    
243	, 历史    
244	, 联系    
245	, 练习    
246	, 凉快    
247	, 聊天    
248	, 另外    
249	, 流利    
250	, 旅游    
251	, 律师    
252	, 劳动    
253	, 立刻    
254	, 妈妈    
255	, 麻烦    
256	, 马虎    
257	, 满意    
258	, 毛巾    
259	, 帽子    
260	, 美丽    
261	, 妹妹    
262	, 米饭    
263	, 密码    
264	, 免费    
265	, 目的    
266	, 面包    
267	, 面条    
268	, 明天    
269	, 明亮    
270	, 名字    
271	, 母亲    
272	, 毛笔    
273	, 买卖    
274	, 没有    
275	, 美元    
276	, 奶奶    
277	, 耐心    
278	, 难过    
279	, 内容    
280	, 能力    
281	, 能够    
282	, 年龄    
283	, 年轻    
284	, 牛奶    
285	, 农村    
286	, 努力    
287	, 暖和    
288	, 南方    
289	, 偶尔    
290	, 爬山    
291	, 排列    
292	, 盘子    
293	, 旁边    
294	, 跑步    
295	, 朋友    
296	, 批评    
297	, 皮肤    
298	, 脾气    
299	, 漂亮    
300	, 乒乓球   
301	, 苹果    
302	, 平时    
303	, 瓶子    
304	, 葡萄    
305	, 普通话   
306	, 妻子    
307	, 其中    
308	, 奇怪    
309	, 起床    
310	, 起来    
311	, 铅笔    
312	, 签证    
313	, 前面    
314	, 巧克力   
315	, 亲戚    
316	, 轻松    
317	, 清楚    
318	, 请假    
319	, 请客    
320	, 情况    
321	, 去年    
322	, 全部    
323	, 缺点    
324	, 确实    
325	, 裙子    
326	, 期望    
327	, 前天    
328	, 亲自    
329	, 然后    
330	, 热闹    
331	, 热情    
332	, 任何    
333	, 任务    
334	, 认真    
335	, 日记    
336	, 容易    
337	, 如果    
338	, 日用品   
339	, 热爱    
340	, 森林    
341	, 沙发    
342	, 商店    
343	, 手机    
344	, 商量    
345	, 上班    
346	, 申请    
347	, 身体    
348	, 甚至    
349	, 生病    
350	, 生日    
351	, 声音    
352	, 失败    
353	, 师傅    
354	, 事件    
355	, 湿润    
356	, 狮子    
357	, 时候    
358	, 时间    
359	, 实际    
360	, 实在    
361	, 食品    
362	, 使用    
363	, 市场    
364	, 适合    
365	, 世界    
366	, 收拾    
367	, 收到    
368	, 手表    
369	, 首都    
370	, 售货员   
371	, 叔叔    
372	, 熟悉    
373	, 数量    
374	, 数学    
375	, 刷牙    
376	, 水果    
377	, 水平    
378	, 睡觉    
379	, 顺便    
380	, 顺利    
381	, 送给    
382	, 说话    
383	, 说明    
384	, 司机    
385	, 斯文    
386	, 速度    
387	, 塑料袋   
388	, 随便    
389	, 孙子    
390	, 所以    
391	, 所有    
392	, 失望    
393	, 硕士    
394	, 身边    
395	, 试验    
396	, 书店    
397	, 上来    
398	, 上午    
399	, 勺子    
400	, 生动    
401	, 生长    
402	, 石头    
403	, 实现    
404	, 始终    
405	, 书包    
406	, 设计    
407	, 暑假    
408	, 太阳    
409	, 态度    
410	, 弹钢琴   
411	, 讨论    
412	, 讨厌    
413	, 特点    
414	, 踢足球   
415	, 提高    
416	, 提供    
417	, 提前    
418	, 填空    
419	, 条件    
420	, 跳舞    
421	, 停止    
422	, 通知    
423	, 同学    
424	, 同意    
425	, 头发    
426	, 突然    
427	, 图书馆   
428	, 袜子    
429	, 完成    
430	, 完全    
431	, 晚上    
432	, 往来    
433	, 网球    
434	, 网站    
435	, 为什么   
436	, 位置    
437	, 味道    
438	, 温度    
439	, 文章    
440	, 问题    
441	, 无论    
442	, 无期    
443	, 误会    
444	, 西瓜    
445	, 西红柿   
446	, 习惯    
447	, 洗手间   
448	, 洗衣机   
449	, 喜欢    
450	, 下雨    
451	, 先生    
452	, 现在    
453	, 羡慕    
454	, 限制    
455	, 香蕉    
456	, 相反    
457	, 相同    
458	, 详细    
459	, 消息    
460	, 小时    
461	, 小说    
462	, 笑话    
463	, 效果    
464	, 校长    
465	, 谢谢    
466	, 新闻    
467	, 新鲜    
468	, 辛苦    
469	, 心情    
470	, 信任    
471	, 信用卡   
472	, 兴奋    
473	, 星期    
474	, 性别    
475	, 行动    
476	, 兴趣    
477	, 熊猫    
478	, 休息    
479	, 许多    
480	, 选择    
481	, 学生    
482	, 学习    
483	, 学校    
484	, 压力    
485	, 牙膏    
486	, 亚洲    
487	, 严格    
488	, 严重    
489	, 颜色    
490	, 演员    
491	, 眼睛    
492	, 阳光    
493	, 羊肉    
494	, 养成    
495	, 样子    
496	, 邀请    
497	, 要求    
498	, 钥匙    
499	, 爷爷    
500	, 也许    
501	, 叶子    
502	, 衣服    
503	, 已经    
504	, 医院    
505	, 一些    
506	, 一起    
507	, 以前    
508	, 以为    
509	, 椅子    
510	, 意见    
511	, 因为    
512	, 银行    
513	, 饮料    
514	, 印象    
515	, 应该    
516	, 勇敢    
517	, 优点    
518	, 幽默    
519	, 由于    
520	, 游戏    
521	, 游泳    
522	, 有名    
523	, 有趣    
524	, 右边    
525	, 愉快    
526	, 于是    
527	, 语法    
528	, 语言    
529	, 羽毛球   
530	, 遇到    
531	, 原来    
532	, 约会    
533	, 月亮    
534	, 允许    
535	, 杂志    
536	, 再见    
537	, 自己    
538	, 暂时    
539	, 早上    
540	, 责任    
541	, 增加    
542	, 丈夫    
543	, 招聘    
544	, 着急    
545	, 照顾    
546	, 照相机   
547	, 真正    
548	, 整齐    
549	, 这里    
550	, 正常    
551	, 正确    
552	, 证明    
553	, 支持    
554	, 知道    
555	, 值得    
556	, 直接    
557	, 植物    
558	, 职业    
559	, 只好    
560	, 质量    
561	, 至少    
562	, 制造    
563	, 中间    
564	, 中文    
565	, 钟表    
566	, 种树    
567	, 终于    
568	, 重点    
569	, 重视    
570	, 周末    
571	, 逐渐    
572	, 主要    
573	, 主意    
574	, 祝福    
575	, 著名    
576	, 注意    
577	, 准备    
578	, 准时    
579	, 字典    
580	, 自然    
581	, 自行车   
582	, 总是    
583	, 组成    
584	, 最好    
585	, 最近    
586	, 尊重    
587	, 昨天    
588	, 座位    
589	, 作业    
590	, 作者    
591	, 一目十行  
592	, 三心二意  
593	, 万事如意  
594	, 千辛万苦  
595	, 口是心非  
596	, 心直口快  
597	, 井井有条  
598	, 车水马龙  
599	, 风雨同舟  
600	, 东张西望  
